temperature;humidity;time;date
21.5;32.7;19.15:00;22.12.2021
21.6;32.8;19.15:10;22.12.2021
21.5;32.7;19.15:20;22.12.2021
21.5;32.7;19.15:30;22.12.2021
21.5;32.7;19.15:40;22.12.2021
21.5;32.7;19.15:50;22.12.2021
21.5;32.7;19.16:02;22.12.2021
21.5;32.7;19.16:10;22.12.2021
21.5;32.7;19.16:20;22.12.2021
21.5;32.7;19.16:30;22.12.2021
21.5;32.6;19.16:40;22.12.2021
21.5;32.6;19.16:50;22.12.2021
21.5;32.5;19.17:00;22.12.2021
21.5;32.5;19.17:10;22.12.2021
21.5;32.5;19.17:20;22.12.2021
21.5;32.4;19.17:30;22.12.2021
21.5;32.5;19.17:40;22.12.2021
21.5;32.4;19.17:50;22.12.2021
21.5;32.4;19.18:00;22.12.2021
21.5;32.3;19.18:10;22.12.2021
21.5;32.3;19.18:20;22.12.2021
21.5;32.3;19.18:30;22.12.2021
21.5;32.3;19.18:40;22.12.2021
21.5;32.3;19.18:50;22.12.2021
21.5;32.3;19.19:00;22.12.2021
21.5;32.3;19.19:10;22.12.2021
21.5;32.2;19.19:20;22.12.2021
21.5;32.2;19.19:30;22.12.2021
21.4;32.2;19.19:40;22.12.2021
21.5;32.2;19.19:53;22.12.2021
21.5;32.2;19.20:00;22.12.2021
21.5;32.2;19.20:10;22.12.2021
21.5;32.2;19.20:20;22.12.2021
21.5;32.3;19.20:30;22.12.2021
21.5;32.2;19.20:40;22.12.2021
21.6;32.3;19.20:50;22.12.2021
21.5;32.2;19.21:00;22.12.2021
21.5;32.2;19.21:10;22.12.2021
21.5;32.2;19.21:20;22.12.2021
21.5;32.2;19.21:30;22.12.2021
21.5;32.2;19.21:40;22.12.2021
21.5;32.2;19.21:50;22.12.2021
21.5;32.2;19.22:01;22.12.2021
21.5;32.2;19.22:11;22.12.2021
21.5;32.2;19.22:21;22.12.2021
21.5;32.2;19.22:31;22.12.2021
21.5;32.2;19.22:41;22.12.2021
21.5;32.2;19.22:51;22.12.2021
21.5;32.2;19.23:01;22.12.2021
21.5;32.1;19.23:11;22.12.2021
21.5;32.1;19.23:21;22.12.2021
21.5;32.0;19.23:31;22.12.2021
21.5;32.0;19.23:41;22.12.2021
21.5;32.0;19.23:51;22.12.2021
21.5;32.1;19.24:01;22.12.2021
21.5;32.2;19.24:11;22.12.2021
21.5;32.1;19.24:21;22.12.2021
21.5;32.1;19.24:31;22.12.2021
21.5;32.1;19.24:41;22.12.2021
21.5;32.1;19.24:51;22.12.2021
21.5;31.9;19.25:01;22.12.2021
21.5;31.9;19.25:11;22.12.2021
21.5;32.0;19.25:21;22.12.2021
21.5;32.0;19.25:31;22.12.2021
21.5;32.1;19.25:41;22.12.2021
21.5;32.1;19.25:51;22.12.2021
21.5;32.1;19.26:01;22.12.2021
21.5;32.2;19.26:11;22.12.2021
21.5;32.2;19.26:21;22.12.2021
21.5;32.0;19.26:31;22.12.2021
21.5;32.1;19.26:41;22.12.2021
21.5;32.1;19.26:51;22.12.2021
21.5;32.1;19.27:01;22.12.2021
21.5;32.1;19.27:11;22.12.2021
21.5;32.1;19.27:21;22.12.2021
21.5;32.1;19.27:31;22.12.2021
21.5;32.1;19.27:41;22.12.2021
21.5;32.9;19.27:51;22.12.2021
21.4;33.8;19.28:01;22.12.2021
21.5;33.5;19.28:11;22.12.2021
21.5;32.9;19.28:21;22.12.2021
21.5;32.7;19.28:31;22.12.2021
21.4;32.6;19.28:41;22.12.2021
21.4;32.7;19.28:51;22.12.2021
21.4;32.8;19.29:01;22.12.2021
21.4;33.0;19.29:11;22.12.2021
21.5;33.0;19.29:21;22.12.2021
21.4;32.7;19.29:31;22.12.2021
21.5;33.0;19.29:41;22.12.2021
21.4;33.0;19.29:51;22.12.2021
21.4;32.8;19.30:01;22.12.2021
21.4;32.6;19.30:11;22.12.2021
21.4;32.8;19.30:21;22.12.2021
21.4;32.8;19.30:31;22.12.2021
21.5;32.9;19.30:41;22.12.2021
21.4;32.8;19.30:51;22.12.2021
21.4;32.7;19.31:01;22.12.2021
21.4;32.6;19.31:11;22.12.2021
21.4;32.4;19.31:21;22.12.2021
21.4;32.5;19.31:31;22.12.2021
21.4;32.5;19.31:41;22.12.2021
21.5;32.6;19.31:51;22.12.2021
21.4;32.5;19.32:01;22.12.2021
21.4;32.5;19.32:11;22.12.2021
21.4;32.5;19.32:21;22.12.2021
21.5;32.6;19.32:31;22.12.2021
21.4;32.6;19.32:41;22.12.2021
21.4;32.6;19.32:51;22.12.2021
21.5;32.6;19.33:01;22.12.2021
21.4;32.4;19.33:11;22.12.2021
21.4;32.4;19.33:21;22.12.2021
21.4;32.4;19.33:31;22.12.2021
21.4;32.3;19.33:41;22.12.2021
21.4;32.3;19.33:51;22.12.2021
21.4;32.3;19.34:01;22.12.2021
21.4;32.3;19.34:11;22.12.2021
21.5;32.3;19.34:21;22.12.2021
21.4;32.3;19.34:31;22.12.2021
21.4;32.3;19.34:41;22.12.2021
21.5;32.4;19.34:51;22.12.2021
21.4;32.3;19.35:01;22.12.2021
21.4;32.3;19.35:11;22.12.2021
21.5;32.3;19.35:21;22.12.2021
21.5;32.3;19.35:31;22.12.2021
21.5;32.3;19.35:41;22.12.2021
21.4;32.2;19.35:51;22.12.2021
21.5;32.2;19.36:01;22.12.2021
21.4;32.2;19.36:11;22.12.2021
21.4;32.1;19.36:21;22.12.2021
21.4;32.1;19.36:31;22.12.2021
21.4;32.1;19.36:41;22.12.2021
21.4;32.2;19.36:51;22.12.2021
21.5;32.3;19.37:01;22.12.2021
21.4;32.3;19.37:11;22.12.2021
21.4;32.3;19.37:21;22.12.2021
21.4;32.3;19.37:31;22.12.2021
21.5;32.4;19.37:41;22.12.2021
21.5;32.4;19.37:51;22.12.2021
21.5;32.4;19.38:01;22.12.2021
21.4;32.4;19.38:11;22.12.2021
21.4;32.4;19.38:21;22.12.2021
21.4;32.4;19.38:31;22.12.2021
21.4;32.4;19.38:41;22.12.2021
21.5;32.4;19.38:51;22.12.2021
21.4;32.3;19.39:01;22.12.2021
21.4;32.3;19.39:11;22.12.2021
21.4;32.3;19.39:22;22.12.2021
21.5;32.4;19.39:32;22.12.2021
21.5;32.3;19.39:42;22.12.2021
21.4;32.3;19.39:52;22.12.2021
21.5;32.3;19.40:02;22.12.2021
21.4;32.2;19.40:12;22.12.2021
21.4;32.2;19.40:22;22.12.2021
21.4;32.2;19.40:32;22.12.2021
21.5;32.3;19.40:42;22.12.2021
21.4;32.2;19.40:52;22.12.2021
21.4;32.3;19.41:02;22.12.2021
21.4;32.3;19.41:12;22.12.2021
21.5;32.3;19.41:22;22.12.2021
21.4;32.3;19.41:32;22.12.2021
21.4;32.4;19.41:42;22.12.2021
21.4;32.4;19.41:52;22.12.2021
21.5;32.5;19.42:02;22.12.2021
21.4;32.4;19.42:12;22.12.2021
21.4;32.4;19.42:22;22.12.2021
21.4;32.5;19.42:32;22.12.2021
21.4;32.5;19.42:42;22.12.2021
21.5;32.7;19.42:52;22.12.2021
21.4;32.7;19.43:02;22.12.2021
21.5;32.8;19.43:12;22.12.2021
21.4;32.7;19.43:22;22.12.2021
21.4;32.8;19.43:32;22.12.2021
21.5;32.9;19.43:42;22.12.2021
21.4;32.8;19.43:52;22.12.2021
21.4;32.8;19.44:02;22.12.2021
21.4;32.8;19.44:12;22.12.2021
21.5;33.0;19.44:22;22.12.2021
21.4;33.0;19.44:32;22.12.2021
21.5;33.1;19.44:42;22.12.2021
21.4;33.0;19.44:52;22.12.2021
21.4;33.0;19.45:02;22.12.2021
21.4;33.0;19.45:12;22.12.2021
21.5;33.1;19.45:22;22.12.2021
21.4;33.0;19.45:32;22.12.2021
21.5;33.2;19.45:42;22.12.2021
21.5;33.3;19.45:52;22.12.2021
21.4;33.2;19.46:02;22.12.2021
21.5;33.3;19.46:12;22.12.2021
21.5;33.3;19.46:22;22.12.2021
21.4;33.3;19.46:32;22.12.2021
21.5;33.3;19.46:42;22.12.2021
21.5;33.3;19.46:52;22.12.2021
21.4;33.3;19.47:02;22.12.2021
21.4;33.2;19.47:12;22.12.2021
21.4;33.3;19.47:22;22.12.2021
21.5;33.3;19.47:32;22.12.2021
21.4;33.2;19.47:42;22.12.2021
21.4;33.1;19.47:52;22.12.2021
21.4;33.1;19.48:02;22.12.2021
21.4;33.1;19.48:12;22.12.2021
21.4;33.2;19.48:22;22.12.2021
21.5;33.3;19.48:32;22.12.2021
21.4;33.1;19.48:42;22.12.2021
21.4;33.1;19.48:52;22.12.2021
21.5;33.2;19.49:02;22.12.2021
21.4;33.1;19.49:12;22.12.2021
21.4;33.1;19.49:22;22.12.2021
21.5;33.1;19.49:32;22.12.2021
21.4;33.0;19.49:42;22.12.2021
21.5;33.1;19.49:52;22.12.2021
21.4;33.1;19.50:02;22.12.2021
21.4;33.1;19.50:12;22.12.2021
21.4;33.0;19.50:22;22.12.2021
21.4;33.1;19.50:32;22.12.2021
21.4;33.1;19.50:42;22.12.2021
21.4;33.1;19.50:52;22.12.2021
21.5;33.1;19.51:02;22.12.2021
21.4;33.0;19.51:12;22.12.2021
21.4;33.0;19.51:22;22.12.2021
21.4;33.1;19.51:32;22.12.2021
21.5;33.3;19.51:42;22.12.2021
21.4;33.3;19.51:52;22.12.2021
21.4;33.2;19.52:02;22.12.2021
21.4;33.2;19.52:12;22.12.2021
21.5;33.4;19.52:22;22.12.2021
21.4;33.3;19.52:32;22.12.2021
21.5;33.3;19.52:42;22.12.2021
21.4;33.3;19.52:52;22.12.2021
21.4;33.4;19.53:02;22.12.2021
21.4;33.4;19.53:12;22.12.2021
21.5;33.5;19.53:22;22.12.2021
21.5;33.9;19.53:32;22.12.2021
21.5;35.2;19.53:42;22.12.2021
21.5;36.3;19.53:52;22.12.2021
21.5;35.9;19.54:02;22.12.2021
21.5;35.2;19.54:12;22.12.2021
21.5;34.9;19.54:22;22.12.2021
21.5;34.7;19.54:32;22.12.2021
21.5;34.7;19.54:42;22.12.2021
21.5;34.6;19.54:52;22.12.2021
21.5;34.6;19.55:02;22.12.2021
21.5;34.5;19.55:12;22.12.2021
21.5;34.5;19.55:22;22.12.2021
21.5;34.4;19.55:32;22.12.2021
21.5;34.2;19.55:43;22.12.2021
21.5;34.1;19.55:53;22.12.2021
21.5;34.3;19.56:03;22.12.2021
21.5;34.2;19.56:13;22.12.2021
21.5;34.2;19.56:23;22.12.2021
21.5;34.2;19.56:33;22.12.2021
21.5;34.5;19.56:43;22.12.2021
21.5;34.6;19.56:53;22.12.2021
21.5;34.6;19.57:03;22.12.2021
21.5;34.5;19.57:13;22.12.2021
21.5;34.4;19.57:23;22.12.2021
21.5;34.4;19.57:33;22.12.2021
21.5;34.4;19.57:43;22.12.2021
21.5;34.4;19.57:53;22.12.2021
21.5;34.4;19.58:03;22.12.2021
21.5;34.3;19.58:13;22.12.2021
21.5;34.2;19.58:23;22.12.2021
21.5;34.2;19.58:33;22.12.2021
21.5;34.1;19.58:43;22.12.2021
21.5;33.9;19.58:53;22.12.2021
21.5;33.7;19.59:03;22.12.2021
21.5;33.5;19.59:13;22.12.2021
21.5;33.4;19.59:23;22.12.2021
21.5;33.4;19.59:33;22.12.2021
21.5;33.3;19.59:43;22.12.2021
21.5;33.2;19.59:53;22.12.2021
21.5;33.1;20.00:03;22.12.2021
21.5;33.1;20.00:13;22.12.2021
21.5;33.0;20.00:23;22.12.2021
21.5;33.1;20.00:33;22.12.2021
21.5;32.9;20.00:43;22.12.2021
21.5;32.9;20.00:53;22.12.2021
21.5;32.8;20.01:03;22.12.2021
21.5;32.8;20.01:13;22.12.2021
21.5;32.8;20.01:23;22.12.2021
21.5;32.7;20.01:33;22.12.2021
21.5;32.7;20.01:43;22.12.2021
21.5;32.8;20.01:53;22.12.2021
21.4;32.7;20.02:03;22.12.2021
21.5;33.1;20.02:13;22.12.2021
21.5;33.0;20.02:23;22.12.2021
21.5;32.8;20.02:33;22.12.2021
21.4;32.7;20.02:43;22.12.2021
21.5;32.8;20.02:53;22.12.2021
21.5;32.8;20.03:03;22.12.2021
21.5;32.8;20.03:13;22.12.2021
21.4;32.7;20.03:23;22.12.2021
21.4;32.6;20.03:33;22.12.2021
21.5;32.7;20.03:43;22.12.2021
21.4;32.6;20.03:53;22.12.2021
21.4;32.5;20.04:03;22.12.2021
21.4;32.5;20.04:13;22.12.2021
21.4;32.6;20.04:23;22.12.2021
21.5;32.6;20.04:33;22.12.2021
21.4;32.5;20.04:43;22.12.2021
21.4;32.6;20.04:53;22.12.2021
21.4;32.5;20.05:03;22.12.2021
21.4;32.5;20.05:13;22.12.2021
21.4;32.5;20.05:23;22.12.2021
21.4;32.5;20.05:33;22.12.2021
21.5;32.6;20.05:43;22.12.2021
21.4;32.5;20.05:53;22.12.2021
21.4;32.5;20.06:03;22.12.2021
21.4;32.5;20.06:13;22.12.2021
21.4;32.5;20.06:23;22.12.2021
21.4;32.4;20.06:33;22.12.2021
21.4;32.5;20.06:43;22.12.2021
21.4;32.4;20.06:53;22.12.2021
21.4;32.4;20.07:03;22.12.2021
21.4;32.4;20.07:13;22.12.2021
21.4;32.4;20.07:23;22.12.2021
21.4;32.4;20.07:33;22.12.2021
21.4;32.4;20.07:43;22.12.2021
21.4;32.4;20.07:53;22.12.2021
21.4;32.4;20.08:03;22.12.2021
21.4;32.4;20.08:13;22.12.2021
21.4;32.4;20.08:23;22.12.2021
21.4;32.4;20.08:33;22.12.2021
21.4;32.3;20.08:43;22.12.2021
21.4;32.3;20.08:53;22.12.2021
21.4;32.3;20.09:03;22.12.2021
21.4;32.3;20.09:13;22.12.2021
21.4;32.3;20.09:23;22.12.2021
21.4;32.2;20.09:33;22.12.2021
21.4;32.2;20.09:43;22.12.2021
21.4;32.2;20.09:53;22.12.2021
21.4;32.2;20.10:03;22.12.2021
21.4;32.2;20.10:13;22.12.2021
21.4;32.1;20.10:23;22.12.2021
21.4;32.1;20.10:33;22.12.2021
21.4;32.1;20.10:43;22.12.2021
21.4;32.1;20.10:53;22.12.2021
21.4;32.1;20.11:03;22.12.2021
21.4;32.1;20.11:13;22.12.2021
21.4;32.1;20.11:23;22.12.2021
21.4;32.0;20.11:33;22.12.2021
21.4;32.0;20.11:43;22.12.2021
21.4;32.0;20.11:53;22.12.2021
21.4;32.0;20.12:03;22.12.2021
21.4;32.0;20.12:13;22.12.2021
21.4;32.0;20.12:23;22.12.2021
21.4;32.0;20.12:33;22.12.2021
21.4;32.0;20.12:43;22.12.2021
21.4;32.0;20.12:53;22.12.2021
21.4;32.0;20.13:03;22.12.2021
21.4;32.0;20.13:14;22.12.2021
21.4;32.0;20.13:24;22.12.2021
21.4;32.0;20.13:34;22.12.2021
21.4;32.0;20.13:44;22.12.2021
21.4;32.0;20.13:54;22.12.2021
21.4;31.9;20.14:04;22.12.2021
21.4;31.9;20.14:14;22.12.2021
21.4;31.9;20.14:24;22.12.2021
21.4;31.9;20.14:34;22.12.2021
21.4;31.9;20.14:44;22.12.2021
21.4;32.0;20.14:54;22.12.2021
21.4;32.0;20.15:04;22.12.2021
21.4;32.0;20.15:14;22.12.2021
21.4;32.0;20.15:24;22.12.2021
21.4;32.0;20.15:34;22.12.2021
21.4;32.0;20.15:44;22.12.2021
21.4;32.1;20.15:54;22.12.2021
21.4;32.1;20.16:04;22.12.2021
21.4;32.1;20.16:14;22.12.2021
21.4;32.0;20.16:24;22.12.2021
21.4;32.0;20.16:34;22.12.2021
21.4;32.1;20.16:44;22.12.2021
21.4;32.0;20.16:54;22.12.2021
21.4;32.0;20.17:04;22.12.2021
21.4;32.0;20.17:14;22.12.2021
21.4;32.0;20.17:24;22.12.2021
21.4;32.0;20.17:34;22.12.2021
21.4;32.0;20.17:44;22.12.2021
21.4;32.0;20.17:54;22.12.2021
21.4;32.1;20.18:04;22.12.2021
21.4;32.0;20.18:14;22.12.2021
21.4;32.0;20.18:24;22.12.2021
21.4;32.0;20.18:34;22.12.2021
21.4;32.0;20.18:44;22.12.2021
21.4;31.9;20.18:54;22.12.2021
21.4;32.0;20.19:04;22.12.2021
21.4;31.9;20.19:14;22.12.2021
21.5;32.0;20.19:24;22.12.2021
21.4;31.9;20.19:34;22.12.2021
21.4;31.9;20.19:44;22.12.2021
21.4;31.8;20.19:54;22.12.2021
21.4;31.9;20.20:04;22.12.2021
21.4;31.8;20.20:14;22.12.2021
21.4;31.8;20.20:24;22.12.2021
21.4;31.9;20.20:34;22.12.2021
21.4;31.8;20.20:44;22.12.2021
21.4;31.7;20.20:54;22.12.2021
21.4;31.6;20.21:04;22.12.2021
21.5;31.7;20.21:14;22.12.2021
21.5;31.7;20.21:24;22.12.2021
21.5;31.6;20.21:34;22.12.2021
21.5;31.7;20.21:44;22.12.2021
21.5;31.7;20.21:54;22.12.2021
21.5;31.7;20.22:04;22.12.2021
21.5;31.7;20.22:14;22.12.2021
21.5;31.7;20.22:24;22.12.2021
21.5;31.7;20.22:34;22.12.2021
21.5;31.7;20.22:44;22.12.2021
21.5;31.7;20.22:54;22.12.2021
21.5;31.7;20.23:04;22.12.2021
21.5;31.8;20.23:14;22.12.2021
21.5;31.8;20.23:24;22.12.2021
21.5;31.9;20.23:34;22.12.2021
21.5;31.8;20.23:44;22.12.2021
21.5;31.9;20.23:54;22.12.2021
21.5;31.8;20.24:04;22.12.2021
21.5;31.9;20.24:14;22.12.2021
21.5;31.9;20.24:24;22.12.2021
21.5;31.9;20.24:34;22.12.2021
21.5;32.0;20.24:44;22.12.2021
21.5;32.0;20.24:54;22.12.2021
21.5;32.0;20.25:04;22.12.2021
21.5;32.0;20.25:14;22.12.2021
21.5;32.1;20.25:24;22.12.2021
21.5;32.1;20.25:34;22.12.2021
21.5;32.2;20.25:44;22.12.2021
21.5;32.2;20.25:54;22.12.2021
21.5;32.2;20.26:04;22.12.2021
21.5;32.2;20.26:14;22.12.2021
21.5;32.2;20.26:24;22.12.2021
21.5;32.2;20.26:34;22.12.2021
21.6;32.3;20.26:44;22.12.2021
21.5;32.3;20.26:54;22.12.2021
21.6;32.4;20.27:04;22.12.2021
21.5;32.3;20.27:14;22.12.2021
21.5;32.3;20.27:24;22.12.2021
21.6;32.4;20.27:34;22.12.2021
21.6;32.4;20.27:44;22.12.2021
21.6;32.4;20.27:54;22.12.2021
21.6;32.5;20.28:04;22.12.2021
21.6;32.5;20.28:17;22.12.2021
21.6;32.5;20.39:26;22.12.2021
21.7;33.7;20.39:36;22.12.2021
21.7;33.7;20.39:48;22.12.2021
21.7;33.7;20.39:58;22.12.2021
21.7;33.6;20.40:08;22.12.2021
21.7;33.6;20.41:02;22.12.2021
21.7;33.8;20.41:12;22.12.2021
21.8;34.3;20.49:28;22.12.2021
21.7;34.2;20.52:15;22.12.2021
21.8;34.5;20.52:25;22.12.2021
21.7;34.4;20.52:35;22.12.2021
21.7;34.4;20.52:45;22.12.2021
21.7;34.4;20.52:57;22.12.2021
21.8;34.5;20.53:07;22.12.2021
21.7;34.4;20.53:15;22.12.2021
21.7;34.4;20.53:25;22.12.2021
21.8;34.5;20.53:35;22.12.2021
21.7;34.4;20.53:45;22.12.2021
21.8;34.5;20.53:55;22.12.2021
21.8;34.5;20.54:05;22.12.2021
21.8;34.5;20.54:17;22.12.2021
21.8;34.5;20.54:25;22.12.2021
21.7;34.5;20.54:35;22.12.2021
21.7;34.5;20.54:45;22.12.2021
21.8;34.6;20.54:55;22.12.2021
21.8;34.6;20.55:05;22.12.2021
21.8;34.5;20.55:15;22.12.2021
21.8;34.8;20.55:25;22.12.2021
21.8;34.7;20.55:35;22.12.2021
21.8;34.7;20.55:45;22.12.2021
21.8;34.6;20.55:55;22.12.2021
21.8;34.6;20.56:05;22.12.2021
21.8;34.6;20.56:15;22.12.2021
21.7;34.5;20.56:25;22.12.2021
21.8;34.5;20.56:35;22.12.2021
21.8;34.5;20.56:45;22.12.2021
21.8;34.5;20.56:55;22.12.2021
21.8;34.5;20.57:05;22.12.2021
21.9;33.1;21.32:39;22.12.2021
21.9;35.4;21.32:58;22.12.2021
21.9;35.5;21.33:08;22.12.2021
21.9;35.5;21.33:18;22.12.2021
21.9;35.5;21.33:28;22.12.2021
21.9;35.5;21.33:38;22.12.2021
21.9;35.5;21.33:48;22.12.2021
21.9;35.5;21.33:58;22.12.2021
21.9;35.5;21.34:08;22.12.2021
21.9;35.5;21.34:18;22.12.2021
21.9;35.6;21.34:28;22.12.2021
21.9;35.6;21.34:40;22.12.2021
21.9;35.6;21.34:48;22.12.2021
21.9;35.6;21.34:58;22.12.2021
21.9;35.6;21.35:08;22.12.2021
21.9;35.6;21.35:18;22.12.2021
21.9;35.5;21.35:28;22.12.2021
21.9;35.6;21.35:38;22.12.2021
21.9;35.5;21.35:50;22.12.2021
21.9;35.6;21.36:00;22.12.2021
21.9;35.6;21.36:08;22.12.2021
21.9;35.6;21.36:20;22.12.2021
21.9;35.6;21.36:28;22.12.2021
21.9;35.6;21.36:38;22.12.2021
21.9;35.6;21.36:48;22.12.2021
21.9;35.6;21.36:58;22.12.2021
21.9;35.6;21.37:08;22.12.2021
21.9;35.7;21.37:18;22.12.2021
21.9;35.6;21.37:30;22.12.2021
21.9;35.6;21.37:38;22.12.2021
21.9;35.6;21.37:48;22.12.2021
21.9;35.7;21.37:58;22.12.2021
21.9;35.6;21.38:08;22.12.2021
21.9;35.6;21.38:18;22.12.2021
21.9;35.7;21.38:30;22.12.2021
21.9;35.7;21.38:38;22.12.2021
21.9;35.6;21.38:48;22.12.2021
21.9;35.7;21.38:58;22.12.2021
21.9;35.6;21.39:08;22.12.2021
21.9;35.6;21.39:18;22.12.2021
22.0;35.7;21.39:30;22.12.2021
21.9;35.7;21.39:38;22.12.2021
21.9;35.7;21.39:48;22.12.2021
21.9;35.7;21.39:58;22.12.2021
21.9;35.7;21.40:08;22.12.2021
22.0;35.8;21.40:18;22.12.2021
21.9;35.6;21.40:28;22.12.2021
21.9;35.6;21.40:38;22.12.2021
21.9;35.7;21.40:48;22.12.2021
21.9;35.6;21.40:58;22.12.2021
21.9;35.7;21.41:15;22.12.2021
21.9;35.7;21.41:18;22.12.2021
21.9;35.7;21.41:28;22.12.2021
21.9;35.6;21.41:38;22.12.2021
21.9;35.6;21.41:48;22.12.2021
21.9;35.6;21.41:58;22.12.2021
22.0;35.7;21.42:08;22.12.2021
21.9;35.6;21.42:18;22.12.2021
21.9;35.6;21.42:28;22.12.2021
21.9;35.6;21.42:38;22.12.2021
21.9;35.7;21.42:48;22.12.2021
21.9;35.6;21.42:58;22.12.2021
21.9;35.7;21.43:08;22.12.2021
22.0;46.5;21.43:18;22.12.2021
22.1;39.8;21.43:28;22.12.2021
22.1;37.2;21.43:38;22.12.2021
22.1;36.3;21.43:48;22.12.2021
22.1;36.0;21.43:58;22.12.2021
22.0;35.8;21.44:08;22.12.2021
22.1;35.8;21.44:18;22.12.2021
22.0;35.7;21.44:33;22.12.2021
22.0;35.7;21.44:38;22.12.2021
22.0;35.7;21.44:48;22.12.2021
22.1;35.7;21.44:58;22.12.2021
22.0;35.8;21.45:10;22.12.2021
22.0;35.7;21.45:23;22.12.2021
22.0;35.7;21.45:28;22.12.2021
22.0;35.7;21.45:38;22.12.2021
22.0;35.7;21.45:48;22.12.2021
22.0;35.7;21.45:58;22.12.2021
22.0;35.8;21.46:08;22.12.2021
22.0;35.7;21.46:21;22.12.2021
22.0;35.8;21.46:28;22.12.2021
22.0;35.8;21.46:38;22.12.2021
22.0;35.8;21.46:48;22.12.2021
22.0;35.8;21.46:58;22.12.2021
22.0;35.8;21.47:08;22.12.2021
22.0;35.8;21.47:18;22.12.2021
22.0;35.8;21.47:28;22.12.2021
22.0;35.8;21.47:38;22.12.2021
22.0;35.8;21.47:51;22.12.2021
22.0;35.8;21.48:01;22.12.2021
22.0;35.8;21.48:08;22.12.2021
22.0;35.8;21.48:18;22.12.2021
22.0;35.8;21.48:28;22.12.2021
22.0;35.8;21.48:41;22.12.2021
22.0;35.8;21.48:48;22.12.2021
22.0;35.8;21.48:58;22.12.2021
22.0;35.8;21.49:08;22.12.2021
22.0;35.8;21.49:18;22.12.2021
22.0;35.9;21.49:31;22.12.2021
22.0;35.9;21.49:38;22.12.2021
22.0;35.8;21.49:48;22.12.2021
22.0;35.8;21.49:58;22.12.2021
22.0;35.8;21.50:09;22.12.2021
21.9;35.7;21.50:21;22.12.2021
22.0;35.8;21.50:31;22.12.2021
22.0;35.8;21.50:39;22.12.2021
22.0;36.0;21.50:49;22.12.2021
22.0;36.0;21.50:59;22.12.2021
22.0;35.9;21.51:09;22.12.2021
22.0;35.9;21.51:19;22.12.2021
22.0;35.8;21.51:29;22.12.2021
22.0;35.8;21.51:41;22.12.2021
22.0;35.8;21.51:49;22.12.2021
22.0;35.8;21.51:59;22.12.2021
22.0;35.8;21.52:09;22.12.2021
22.0;35.7;21.52:19;22.12.2021
22.0;35.6;21.52:29;22.12.2021
22.0;35.5;21.52:39;22.12.2021
22.0;35.3;21.52:49;22.12.2021
22.0;35.2;21.52:59;22.12.2021
22.0;35.1;21.53:11;22.12.2021
21.9;35.0;21.53:19;22.12.2021
21.9;35.0;21.53:29;22.12.2021
22.0;35.0;21.53:39;22.12.2021
21.9;34.8;21.53:53;22.12.2021
21.9;34.7;21.53:59;22.12.2021
22.0;34.7;21.54:11;22.12.2021
21.9;34.6;21.54:19;22.12.2021
21.9;34.5;21.54:29;22.12.2021
21.9;34.3;21.54:41;22.12.2021
21.9;34.3;21.54:49;22.12.2021
21.9;34.2;21.54:59;22.12.2021
21.9;34.1;21.55:09;22.12.2021
21.9;34.0;21.56:59;22.12.2021
22.0;34.6;22.00:14;22.12.2021
22.0;34.8;22.00:26;22.12.2021
22.0;32.9;22.03:54;22.12.2021
22.0;34.8;22.04:04;22.12.2021
22.0;34.8;22.04:16;22.12.2021
22.0;34.8;22.04:24;22.12.2021
22.0;34.8;22.04:36;22.12.2021
22.0;34.8;22.04:53;22.12.2021
22.0;34.9;22.06:22;22.12.2021
22.0;35.0;22.07:05;22.12.2021
22.0;34.9;22.08:51;22.12.2021
22.0;35.1;22.14:59;22.12.2021
22.0;35.7;22.15:14;22.12.2021
22.0;35.7;22.15:24;22.12.2021
22.0;35.8;22.15:27;22.12.2021
21.9;35.1;15.04:49;23.12.2021
22.0;37.4;15.05:50;23.12.2021
21.9;37.2;15.06:00;23.12.2021
21.9;37.2;15.06:10;23.12.2021
21.9;37.1;15.06:20;23.12.2021
21.9;37.0;15.06:30;23.12.2021
22.0;37.1;15.06:40;23.12.2021
21.9;37.0;15.06:50;23.12.2021
22.0;37.2;15.07:00;23.12.2021
21.9;37.1;15.07:10;23.12.2021
22.0;37.0;15.07:20;23.12.2021
21.9;36.9;15.07:30;23.12.2021
21.9;36.8;15.07:40;23.12.2021
21.9;36.6;15.07:50;23.12.2021
21.9;36.6;15.08:00;23.12.2021
21.9;36.5;15.08:10;23.12.2021
21.9;36.5;15.08:22;23.12.2021
21.9;36.4;15.08:30;23.12.2021
21.9;36.3;15.08:40;23.12.2021
21.9;36.4;15.08:50;23.12.2021
21.9;36.3;15.09:00;23.12.2021
21.9;36.4;15.09:10;23.12.2021
21.8;36.3;15.09:20;23.12.2021
21.8;36.6;15.09:30;23.12.2021
21.8;36.5;15.09:40;23.12.2021
21.8;36.6;15.09:50;23.12.2021
21.8;36.7;15.10:00;23.12.2021
21.8;36.7;15.10:13;23.12.2021
21.8;36.7;15.10:20;23.12.2021
21.8;36.7;15.10:30;23.12.2021
21.8;36.7;15.10:40;23.12.2021
21.8;36.6;15.10:50;23.12.2021
21.8;36.8;15.11:00;23.12.2021
21.8;36.9;15.11:10;23.12.2021
21.8;36.9;15.11:20;23.12.2021
21.8;36.9;15.11:30;23.12.2021
21.8;36.8;15.11:40;23.12.2021
